scene, arousal_level, pleasure_level
HallwaySceneBezierCalc2,0.785265743732452,0.625424921512604
HallwaySceneBezierCalc3,0.668648064136505,0.570067524909973
HallwaySceneBezierCalc5,0.929542124271393,0.693146109580994
HallwaySceneBezierCalc8,0.688861608505249,0.591726660728455
HallwaySceneBezierCalc6,0.649487376213074,0.596965789794922
HallwaySceneBezierCalc6,0.5,0.645561099052429
HallwaySceneBezierCalc6,0.642313838005066,0.635994434356689
HallwaySceneBezierCalc6,0.5,0.632561981678009
HallwaySceneBezierCalc5,0.703153252601624,0.547522902488709
HallwaySceneBezierCalc8,0.427878439426422,0.709579110145569
HallwaySceneBezierCalc6,0.418362021446228,0.679544806480408
HallwaySceneBezierCalc5,0.704394280910492,0.466271966695786
HallwaySceneBezierCalc1,0.384629309177399,0.628256738185883
HallwaySceneBezierCalc1,0.327997654676437,0.53438276052475
HallwaySceneBezierCalc3,0.270518630743027,0.562433302402496
HallwaySceneBezierCalc4,0.306907534599304,0.562769830226898
HallwaySceneBezierCalc1,0.66622120141983,0.452296793460846
HallwaySceneBezierCalc3,0.297185331583023,0.5
HallwaySceneBezierCalc7,0.61784416437149,0.476686060428619
HallwaySceneBezierCalc2,0.245067536830902,0.570762515068054
HallwaySceneBezierCalc8,0.597917079925537,0.475209414958954
HallwaySceneBezierCalc8,0.560896992683411,0.5
HallwaySceneBezierCalc4,0.21381513774395,0.585142552852631
HallwaySceneBezierCalc6,0.673103928565979,0.467442363500595
HallwaySceneBezierCalc4,0.282225251197815,0.55729204416275
HallwaySceneBezierCalc4,0.322243481874466,0.555087268352509
HallwaySceneBezierCalc6,0.664584159851074,0.4769007563591
HallwaySceneBezierCalc2,0.182607561349869,0.637345433235168
HallwaySceneBezierCalc2,0.234943300485611,0.590589821338654
HallwaySceneBezierCalc5,0.78931725025177,0.385484665632248
HallwaySceneBezierCalc3,0.117162480950356,0.623988509178162
HallwaySceneBezierCalc2,0.298564195632935,0.55381178855896
HallwaySceneBezierCalc8,0.688247680664063,0.44140750169754
HallwaySceneBezierCalc1,0.334839433431625,0.472646594047546
HallwaySceneBezierCalc8,0.611547827720642,0.475268453359604
HallwaySceneBezierCalc4,0.367291837930679,0.5
HallwaySceneBezierCalc1,0.694410741329193,0.447052329778671
HallwaySceneBezierCalc2,0.244700640439987,0.564505338668823
HallwaySceneBezierCalc6,0.642098426818848,0.424102306365967
HallwaySceneBezierCalc8,0.639558136463165,0.478368252515793
HallwaySceneBezierCalc3,0.125056102871895,0.652396976947784
HallwaySceneBezierCalc1,0.694914042949677,0.436986923217773
HallwaySceneBezierCalc3,0.20484559237957,0.630953252315521
HallwaySceneBezierCalc3,0.210781559348106,0.560042381286621
HallwaySceneBezierCalc7,0.607574880123138,0.476535439491272
HallwaySceneBezierCalc4,0.190073058009148,0.619357049465179
HallwaySceneBezierCalc5,0.741158425807953,0.43836036324501
HallwaySceneBezierCalc8,0.629727840423584,0.440012216567993
HallwaySceneBezierCalc5,0.746226906776428,0.302476793527603
HallwaySceneBezierCalc7,0.445945024490356,0.527871191501617
HallwaySceneBezierCalc7,0.262603372335434,0.555005013942719
HallwaySceneBezierCalc2,0.378898173570633,0.561367988586426
HallwaySceneBezierCalc5,0.758015990257263,0.352857053279877
HallwaySceneBezierCalc5,0.708410024642944,0.329934656620026
HallwaySceneBezierCalc1,0.688876926898956,0.414380818605423
HallwaySceneBezierCalc3,0.259075134992599,0.569277703762054
HallwaySceneBezierCalc7,0.737945795059204,0.398623079061508
HallwaySceneBezierCalc4,0.258855819702148,0.547615468502045
HallwaySceneBezierCalc3,0.135429680347443,0.609868943691254
HallwaySceneBezierCalc4,0.282355308532715,0.555882632732391
HallwaySceneBezierCalc3,0.198317661881447,0.606462776660919
HallwaySceneBezierCalc1,0.676376163959503,0.451505333185196
HallwaySceneBezierCalc5,0.757724821567535,0.371405392885208
HallwaySceneBezierCalc8,0.68917578458786,0.400805950164795
HallwaySceneBezierCalc2,0.238555699586868,0.567411124706268
HallwaySceneBezierCalc7,0.448613256216049,0.513172507286072
HallwaySceneBezierCalc6,0.6619513630867,0.428420633077621
HallwaySceneBezierCalc7,0.5,0.496376574039459
HallwaySceneBezierCalc2,0.246741950511932,0.577992260456085
HallwaySceneBezierCalc6,0.669498264789581,0.460078895092011
HallwaySceneBezierCalc2,0.224608808755875,0.580251336097717
HallwaySceneBezierCalc5,0.732860267162323,0.431737124919891
HallwaySceneBezierCalc1,0.703887343406677,0.430661082267761
HallwaySceneBezierCalc4,0.632290184497833,0.5
HallwaySceneBezierCalc7,0.530477464199066,0.549257934093475
HallwaySceneBezierCalc1,0.584015548229218,0.46307909488678
HallwaySceneBezierCalc7,0.465493381023407,0.5
HallwaySceneBezierCalc8,0.616336286067963,0.473182559013367
HallwaySceneBezierCalc7,0.468202412128448,0.514837384223938
HallwaySceneBezierCalc4,0.556963384151459,0.469863295555115
