scene, arousal_level, pleasure_level
HallwaySceneBezierCalc5,0.708459079265594,0.38051050901413
HallwaySceneBezierCalc1,0.621486127376556,0.5
HallwaySceneBezierCalc7,0.5,0.655839741230011
HallwaySceneBezierCalc6,0.530405044555664,0.5
HallwaySceneBezierCalc7,0.5,0.767162382602692
HallwaySceneBezierCalc2,0.552019953727722,0.674611151218414
HallwaySceneBezierCalc7,0.5,0.652431070804596
HallwaySceneBezierCalc1,0.637124598026276,0.33751592040062
HallwaySceneBezierCalc4,0.656016528606415,0.5
HallwaySceneBezierCalc4,0.605417311191559,0.522789180278778
HallwaySceneBezierCalc8,0.655827045440674,0.435186803340912
HallwaySceneBezierCalc3,0.455947071313858,0.689899265766144
HallwaySceneBezierCalc2,0.5,0.683929979801178
HallwaySceneBezierCalc8,0.41796749830246,0.322460889816284
HallwaySceneBezierCalc2,0.5,0.5
HallwaySceneBezierCalc5,0.683033645153046,0.331167072057724
HallwaySceneBezierCalc4,0.640869379043579,0.378527730703354
HallwaySceneBezierCalc3,0.5,0.608404874801636
HallwaySceneBezierCalc8,0.706942677497864,0.314045786857605
HallwaySceneBezierCalc4,0.577990710735321,0.265833258628845
HallwaySceneBezierCalc4,0.610252499580383,0.302849441766739
HallwaySceneBezierCalc5,0.642687141895294,0.279209971427917
HallwaySceneBezierCalc1,0.585194110870361,0.424014151096344
HallwaySceneBezierCalc3,0.556336641311646,0.604931354522705
HallwaySceneBezierCalc8,0.663067102432251,0.373123556375504
HallwaySceneBezierCalc1,0.5,0.28972852230072
HallwaySceneBezierCalc8,0.5,0.378531664609909
HallwaySceneBezierCalc6,0.604730546474457,0.383775919675827
HallwaySceneBezierCalc7,0.5,0.5
HallwaySceneBezierCalc7,0.396011143922806,0.662781476974487
HallwaySceneBezierCalc1,0.606666207313538,0.19763357937336
HallwaySceneBezierCalc3,0.641852557659149,0.573381841182709
HallwaySceneBezierCalc2,0.5,0.639990448951721
HallwaySceneBezierCalc8,0.423085033893585,0.319602012634277
HallwaySceneBezierCalc5,0.631825029850006,0.238397493958473
HallwaySceneBezierCalc6,0.360815346240997,0.331254929304123
HallwaySceneBezierCalc1,0.585422813892365,0.307096421718597
HallwaySceneBezierCalc5,0.288069099187851,0.293677389621735
HallwaySceneBezierCalc5,0.368309527635574,0.341256320476532
HallwaySceneBezierCalc6,0.389123857021332,0.317087143659592
HallwaySceneBezierCalc5,0.546781182289124,0.356486558914185
HallwaySceneBezierCalc8,0.335022360086441,0.338915109634399
HallwaySceneBezierCalc5,0.306652456521988,0.31635656952858
HallwaySceneBezierCalc6,0.642388761043549,0.425802171230316
HallwaySceneBezierCalc5,0.856804251670837,0.5
HallwaySceneBezierCalc4,0.5,0.665704965591431
HallwaySceneBezierCalc4,0.719920635223389,0.5
HallwaySceneBezierCalc3,0.5,0.846303045749664
HallwaySceneBezierCalc1,0.564787626266479,0.312272965908051
HallwaySceneBezierCalc4,0.5,0.27631288766861
HallwaySceneBezierCalc2,0.5,0.7798131108284
HallwaySceneBezierCalc5,0.72365790605545,0.280822277069092
HallwaySceneBezierCalc6,0.476284444332123,0.5
HallwaySceneBezierCalc2,0.5,0.5
HallwaySceneBezierCalc8,0.680586874485016,0.286314159631729
HallwaySceneBezierCalc8,0.447987645864487,0.5
HallwaySceneBezierCalc1,0.670203804969788,0.5
HallwaySceneBezierCalc3,0.5,0.742302656173706
HallwaySceneBezierCalc7,0.711722254753113,0.272853970527649
HallwaySceneBezierCalc8,0.655488014221191,0.28004577755928
HallwaySceneBezierCalc4,0.5,0.243582054972649
HallwaySceneBezierCalc1,0.731157600879669,0.254531234502792
HallwaySceneBezierCalc7,0.373149216175079,0.739906549453735
HallwaySceneBezierCalc6,0.5,0.697685301303864
HallwaySceneBezierCalc3,0.594234347343445,0.718866229057312
HallwaySceneBezierCalc2,0.5,0.826617479324341
HallwaySceneBezierCalc1,0.615283012390137,0.27490645647049
HallwaySceneBezierCalc6,0.696197092533112,0.456442832946777
HallwaySceneBezierCalc2,0.35376301407814,0.743598282337189
HallwaySceneBezierCalc2,0.5,0.653542339801788
HallwaySceneBezierCalc2,0.256449282169342,0.763760685920715
HallwaySceneBezierCalc7,0.305275499820709,0.62311065196991
HallwaySceneBezierCalc3,0.321221143007278,0.876173198223114
HallwaySceneBezierCalc7,0.5,0.777036249637604
HallwaySceneBezierCalc6,0.320535361766815,0.288141250610352
HallwaySceneBezierCalc4,0.5,0.248003363609314
HallwaySceneBezierCalc7,0.630302488803864,0.5
HallwaySceneBezierCalc3,0.5,0.648326814174652
HallwaySceneBezierCalc6,0.319191843271255,0.335914820432663
HallwaySceneBezierCalc3,0.255514979362488,0.786245405673981
