scene, arousal_level, pleasure_level
HallwaySceneBezierCalc3,0.336584240198135,0.636543095111847
HallwaySceneBezierCalc4,0.406783699989319,0.607644259929657
HallwaySceneBezierCalc1,0.557314813137054,0.597734153270721
HallwaySceneBezierCalc2,0.5,0.498122304677963
HallwaySceneBezierCalc7,0.5891033411026,0.5
HallwaySceneBezierCalc6,0.652429223060608,0.5
HallwaySceneBezierCalc7,0.632834494113922,0.5
HallwaySceneBezierCalc1,0.57721358537674,0.5
HallwaySceneBezierCalc5,0.70875871181488,0.5
HallwaySceneBezierCalc7,0.564164876937866,0.5439772605896
HallwaySceneBezierCalc2,0.549176692962646,0.5
HallwaySceneBezierCalc3,0.5,0.5
HallwaySceneBezierCalc5,0.593039691448212,0.5
HallwaySceneBezierCalc6,0.609819352626801,0.5
HallwaySceneBezierCalc5,0.62383770942688,0.5
HallwaySceneBezierCalc3,0.513296723365784,0.5
HallwaySceneBezierCalc1,0.556133568286896,0.5
HallwaySceneBezierCalc2,0.516752958297729,0.5
HallwaySceneBezierCalc3,0.421446084976196,0.5
HallwaySceneBezierCalc5,0.577894806861877,0.5
HallwaySceneBezierCalc4,0.424963563680649,0.559652149677277
HallwaySceneBezierCalc6,0.597107648849487,0.5
HallwaySceneBezierCalc1,0.525628626346588,0.5
HallwaySceneBezierCalc3,0.5,0.5
HallwaySceneBezierCalc7,0.547617077827454,0.525826394557953
HallwaySceneBezierCalc7,0.596357107162476,0.543491959571838
HallwaySceneBezierCalc6,0.5,0.5
HallwaySceneBezierCalc2,0.44222104549408,0.5
HallwaySceneBezierCalc2,0.5,0.598275423049927
HallwaySceneBezierCalc6,0.556914687156677,0.5
HallwaySceneBezierCalc8,0.596527397632599,0.5
HallwaySceneBezierCalc2,0.545724749565125,0.5
HallwaySceneBezierCalc7,0.64213091135025,0.55457878112793
HallwaySceneBezierCalc1,0.619965612888336,0.5
HallwaySceneBezierCalc7,0.590763628482819,0.5
HallwaySceneBezierCalc3,0.5,0.646581590175629
HallwaySceneBezierCalc7,0.573527038097382,0.532177746295929
HallwaySceneBezierCalc8,0.5,0.602214813232422
HallwaySceneBezierCalc4,0.5,0.651996433734894
HallwaySceneBezierCalc1,0.61829024553299,0.5
HallwaySceneBezierCalc5,0.717782318592072,0.5
HallwaySceneBezierCalc7,0.577708303928375,0.570989370346069
HallwaySceneBezierCalc5,0.667477965354919,0.5
HallwaySceneBezierCalc5,0.529986083507538,0.5
HallwaySceneBezierCalc8,0.583669483661652,0.652538657188416
HallwaySceneBezierCalc8,0.640937209129334,0.602973282337189
HallwaySceneBezierCalc1,0.568733096122742,0.5
HallwaySceneBezierCalc8,0.5,0.634182035923004
HallwaySceneBezierCalc2,0.5,0.656686961650848
HallwaySceneBezierCalc8,0.5,0.659595966339111
HallwaySceneBezierCalc1,0.583773851394653,0.5
HallwaySceneBezierCalc4,0.5,0.631127715110779
HallwaySceneBezierCalc4,0.5,0.630208134651184
HallwaySceneBezierCalc6,0.59814327955246,0.5
HallwaySceneBezierCalc8,0.553877055644989,0.61549973487854
HallwaySceneBezierCalc8,0.519061923027039,0.614698052406311
HallwaySceneBezierCalc4,0.5,0.661032557487488
HallwaySceneBezierCalc6,0.651944756507874,0.5
HallwaySceneBezierCalc5,0.615709066390991,0.5
HallwaySceneBezierCalc2,0.413667649030685,0.554014980792999
HallwaySceneBezierCalc2,0.357558697462082,0.628287017345428
HallwaySceneBezierCalc2,0.413883537054062,0.56473708152771
HallwaySceneBezierCalc7,0.5,0.579684257507324
HallwaySceneBezierCalc3,0.377253264188766,0.5
HallwaySceneBezierCalc8,0.5,0.5
HallwaySceneBezierCalc6,0.681172966957092,0.5
HallwaySceneBezierCalc3,0.320768624544144,0.5
HallwaySceneBezierCalc4,0.306831985712051,0.5
HallwaySceneBezierCalc6,0.61232191324234,0.5
HallwaySceneBezierCalc3,0.427822142839432,0.5
HallwaySceneBezierCalc8,0.596829533576965,0.5
HallwaySceneBezierCalc1,0.596686780452728,0.5
HallwaySceneBezierCalc1,0.585167646408081,0.5
HallwaySceneBezierCalc6,0.522499084472656,0.5
HallwaySceneBezierCalc4,0.28712859749794,0.5
HallwaySceneBezierCalc4,0.241553455591202,0.5
HallwaySceneBezierCalc4,0.30232372879982,0.5
HallwaySceneBezierCalc5,0.630106031894684,0.5
HallwaySceneBezierCalc5,0.608289480209351,0.5
HallwaySceneBezierCalc3,0.448389083147049,0.5
