scene, arousal_level, pleasure_level
HallwaySceneBezierCalc2,0.661613285541534,0.311338543891907
HallwaySceneBezierCalc4,0.719289422035217,0.417856514453888
HallwaySceneBezierCalc8,0.639541864395142,0.161347702145576
HallwaySceneBezierCalc1,0.64581435918808,0.387126952409744
HallwaySceneBezierCalc5,1,0
HallwaySceneBezierCalc6,0.852862894535065,0.210328668355942
HallwaySceneBezierCalc6,0.789635956287384,0.215723380446434
HallwaySceneBezierCalc8,0.5,0.367839723825455
HallwaySceneBezierCalc4,0.5,0.628330588340759
HallwaySceneBezierCalc6,0.412321984767914,0.294355571269989
HallwaySceneBezierCalc8,0.504200339317322,0.376941174268723
HallwaySceneBezierCalc8,0.358057409524918,0.480909079313278
HallwaySceneBezierCalc5,0.732372283935547,0.6004598736763
HallwaySceneBezierCalc6,0.5,0.417092531919479
HallwaySceneBezierCalc7,0.5,0.523742377758026
HallwaySceneBezierCalc1,0.62112820148468,1
HallwaySceneBezierCalc4,0.551110863685608,1
HallwaySceneBezierCalc5,0.160014823079109,0.252886176109314
HallwaySceneBezierCalc3,0.367047756910324,0.419335186481476
HallwaySceneBezierCalc2,0.5,0.437094748020172
HallwaySceneBezierCalc4,0.5,0.781346917152405
HallwaySceneBezierCalc3,0.568222939968109,0.742957651615143
HallwaySceneBezierCalc7,0.637960612773895,0.5
HallwaySceneBezierCalc8,0.438838541507721,0.451221644878387
HallwaySceneBezierCalc4,0.5,0.634637117385864
HallwaySceneBezierCalc8,0.5,0.429207265377045
HallwaySceneBezierCalc5,1,0.583633840084076
HallwaySceneBezierCalc3,0.5,1
HallwaySceneBezierCalc3,0.629209518432617,0.680420279502869
HallwaySceneBezierCalc6,0.5,0.795813262462616
HallwaySceneBezierCalc1,0.616819202899933,0.628910660743713
HallwaySceneBezierCalc3,0.5,0.786342203617096
HallwaySceneBezierCalc4,0.5,0.88465428352356
HallwaySceneBezierCalc7,0.615809440612793,0.636140763759613
HallwaySceneBezierCalc7,0.5,0.634486258029938
HallwaySceneBezierCalc2,0.5,0.745785295963287
HallwaySceneBezierCalc5,0.626516759395599,0.174432158470154
HallwaySceneBezierCalc8,0.5,0.312984645366669
HallwaySceneBezierCalc1,0.682592928409576,0.657072186470032
HallwaySceneBezierCalc5,0.608695030212402,0.309483498334885
HallwaySceneBezierCalc3,0.5,0.843231439590454
HallwaySceneBezierCalc3,0.5,0.5
HallwaySceneBezierCalc5,0.5,0
HallwaySceneBezierCalc4,0.5,0.660662353038788
HallwaySceneBezierCalc5,0.5,0
HallwaySceneBezierCalc4,0.5,1
HallwaySceneBezierCalc2,0.5,0.58042311668396
HallwaySceneBezierCalc1,0.5,0.414969116449356
HallwaySceneBezierCalc6,0.5,0.19730669260025
HallwaySceneBezierCalc1,0.5,0.5
HallwaySceneBezierCalc2,0.5,0.411983400583267
HallwaySceneBezierCalc8,0.5,0.768773913383484
HallwaySceneBezierCalc7,0.5,0.618857204914093
HallwaySceneBezierCalc5,0.381768673658371,0
HallwaySceneBezierCalc1,0.214989885687828,0.390223264694214
HallwaySceneBezierCalc2,0.5,0.665502846240997
HallwaySceneBezierCalc7,0.5,0.621909499168396
HallwaySceneBezierCalc1,0.5,0.610323548316956
HallwaySceneBezierCalc4,0.5,0.7668137550354
HallwaySceneBezierCalc7,0.5,0.835979700088501
HallwaySceneBezierCalc8,0.5,0.705314695835114
HallwaySceneBezierCalc3,0.5,1
HallwaySceneBezierCalc3,0.5,0.709701776504517
HallwaySceneBezierCalc6,0.5,0.29180696606636
HallwaySceneBezierCalc7,0.5,0.625807225704193
HallwaySceneBezierCalc5,0.5,0.252756267786026
HallwaySceneBezierCalc3,0.524075269699097,0.638898611068726
HallwaySceneBezierCalc1,0.388763397932053,0.104589678347111
HallwaySceneBezierCalc6,0.350787997245789,0.134439080953598
HallwaySceneBezierCalc2,0.5,0.727765381336212
HallwaySceneBezierCalc8,0.5,0.5
HallwaySceneBezierCalc4,0.5,0.5
HallwaySceneBezierCalc6,0.5,0.741860389709473
HallwaySceneBezierCalc2,0.5,0.688208222389221
HallwaySceneBezierCalc2,0.5,0.77896648645401
HallwaySceneBezierCalc7,0.5,0.694122135639191
HallwaySceneBezierCalc6,0.5,0.21363539993763
HallwaySceneBezierCalc2,0.5,1
HallwaySceneBezierCalc1,0.5,0.5
HallwaySceneBezierCalc7,0.5,0.620725750923157
